,level_0,index,name,desc,type,egg_group
113,113,113,덩쿠리,파란 덩굴 식물이 뒤엉켜 있어 모습을 볼 수 없다. 가까이 오는 자에게 덩굴을 휘감는다.온몸이 덩굴로 겹겹이 뒤덮여서 걸을 때마다 흔들흔들거린다.몸이 파란 덩굴로 뒤덮여서 정체를 알 수 없다. 덩굴은 평생 자라난다고 한다.전신을 뒤덮는 덩굴은 항상 섬세하게 움직임을 계속해서 상대의 신경을 혼란스럽게 한다.움직이는 것에 넝쿨을 감는다. 넝쿨은 미묘하게 흔들리기 때문에 휘감기면 간지럽다.온몸을 빽빽이 덮은 덩굴은 싸울 때 쉴 새 없이 움직여 보는 사람을 조바심 내게 한다.적에게 붙잡히면 덩굴이 뚝 하고 끊긴다. 전혀 아프지 않기 때문에 그 틈에 도망간다. 다음 날에는 새로운 덩굴이 자란다.파란 덩굴 식물이 뒤엉켜 있어 모습을 볼 수 없다. 가까이 오는 자에게 덩굴을 휘감는다.온몸이 덩굴로 겹겹이 뒤덮여서 걸을 때마다 흔들흔들거린다.파란 덩굴로 덮여 있다. 덩굴에 숨겨져 있는 얼굴을 본 사람은 아직 없다.전신을 뒤덮은 파란 덩굴에는 아주 세밀한 털이 나있어 만지면 매우 간지럽다.전신을 뒤덮는 덩굴은 항상 섬세하게 움직임을 계속해서 상대의 신경을 혼란스럽게 한다.움직이는 것에 덩굴을 감는다. 덩굴은 미묘하게 흔들리기 때문에 휘감기면 간지럽다.전신을 뒤덮은 파란 덩굴에는 아주 세밀한 털이 나있어 만지면 매우 간지럽다.수많은 움직이는 덩굴에 둘러싸여 정체불명이다. 파란 덩굴은 평생 자란다.움직이는 것에 넝쿨을 감는다. 넝쿨은 미묘하게 흔들리기 때문에 휘감기면 간지럽다.적에게 붙잡히면 덩굴이 뚝 하고 끊긴다. 전혀 아프지 않기 때문에 그 틈에 도망간다. 다음 날에는 새로운 덩굴이 자란다.,풀,식물
114,114,114,캥카,암컷은 배의 주머니에서 새끼를 넣어 키운다. 연속펀치 공격이 특기.새끼는 어미의 배에 있는 주머니에서 거의 나오지 않는다. 약 3년이 지나서 자립한다.배의 주머니에서 새끼를 기른다. 새끼를 지키기 위해서라면 어떤 상대라도 맞서 싸운다.안전한 장소라면 새끼도 배의 주머니에서 나와 논다. 어미는 그것을 곰곰히 지켜본다.자식을 지키기 위해서라면 어떠한 상처를 입더라도 싸움을 멈추지 않는다.잠잘 때 배의 주머니에 있는 새끼가 짓눌리지 않도록 눕지 않고 앉은 채로 잔다.캥카의 새끼가 혼자서 놀고 있어도 절대로 잡으려 하면 안 된다. 가까이 있는 부모가 격렬히 화낸다.암컷은 배의 주머니에서 새끼를 넣어 키운다. 연속펀치 공격이 특기.새끼는 어미의 배에 있는 주머니에서 거의 나오지 않는다. 약 3년이 지나서 자립한다.배의 주머니에서 새끼를 키운다. 안전할 때만 새끼를 주머니에서 꺼내어 놀게 한다.안전한 장소라면 새끼도 배의 주머니에서 나와 논다. 어미는 그것을 곰곰히 지켜본다.자식을 지키기 위해서라면 아무리 상처를 입더라도 절대 싸움을 멈추지 않는다.배의 주머니에서 새끼를 키운다. 안전할 때만 새끼를 주머니에서 꺼내어 놀게 한다.안전한 장소라면 새끼도 배의 주머니에서 나와서 논다. 어미는 그것을 가만히 지켜본다.캥카의 새끼가 혼자서 놀고 있어도 절대로 잡으려 하면 안 된다. 가까이 있는 부모가 격렬히 화낸다.캥카의 모성애는 깊다. 자기 아이를 지키기 위해서라면 죽음조차 두려워하지 않는다고 한다.뱃속의 새끼는 대략 3년이면 자립한다. 어미가 큰 소리로 우는 것은 그때뿐이다.배의 주머니에 자신의 새끼를 넣어 지킨다. 새끼에게 해를 끼치는 자는 절대 용서하지 않고 때려눕힌다.주머니를 빠져나와 놀고 있는 새끼에게는 다가가선 안 된다. 어딘가에서 어미가 지켜보고 있다.,노말,괴수
115,115,115,쏘드라,태엽처럼 동그랗게 말린 꼬리로 몸의 균형을 잡는다. 주둥이에서 먹물을 뿜기도 한다.수면에서 힘차게 먹물을 발사해서 날고 있는 벌레를 맞춰서 떨어뜨릴 때가 있다고 한다.신변에 위험을 느꼈을 때에는 입에서 물이나 특수한 먹물을 힘차게 내뱉는다.커다란 상대에게 공격을 받아도 2개의 지느러미로 능숙하게 수중을 자유롭게 도망친다.발달한 커다란 지느러미를 재빠르게 움직이는 것으로 앞을 향한 채 뒤로 이동할 수 있다.안전한 곳이라면 서로 꼬리를 휘감고 노는 쏘드라가 발견된다.작은 벌레나 바위의 이끼를 먹는다. 해류가 빨라지면 꼬리로 바위나 산호를 휘감아 떠내려가지 않게 한다.위험을 감지하면 반사적으로 입에서 새까만 먹물을 뿜어내고 도망간다. 등지느러미를 능숙히 움직여 헤엄친다.등지느러미를 능숙하게 움직여서 앞을 향한 채 전후좌우로 이동한다. 위험을 느끼면 먹물을 뿜고 도망친다.용수철처럼 칭칭 감아서 꼬리로 몸의 밸런스를 잡는다. 입에서 먹물을 뿜는 경우가 있다.수면에서 힘차게 먹물을 발사해서 날고 있는 벌레를 맞춰서 떨어뜨릴 때가 있다고 한다.산호의 그늘에 거처를 만든다. 위험을 느끼면 입에서 새까만 먹물을 내뿜고 도망간다.커다란 상대에게 공격을 받아도 2개의 지느러미로 능숙하게 수중을 자유롭게 도망친다.발달한 커다란 지느러미를 재빠르게 움직이는 것으로 앞을 향한 채 뒤로 이동할 수 있다.산호의 그늘에 거처를 만든다. 위험을 느끼면 입에서 새까만 먹물을 내뿜고 도망간다.수면에서 힘차게 먹물을 발사해서 날고 있는 벌레를 맞춰서 떨어뜨릴 때가 있다고 한다.산호의 그늘에 거처를 만든다. 위험을 느끼면 입에서 새까만 먹물을 내뿜고 도망간다.작은 벌레나 바위의 이끼를 먹는다. 해류가 빨라지면 꼬리로 바위나 산호를 휘감아 떠내려가지 않게 한다.위험을 감지하면 반사적으로 입에서 새까만 먹물을 뿜어내고 도망간다. 등지느러미를 능숙히 움직여 헤엄친다.,물,"드래곤,수중1"
116,116,116,시드라,섣불리 만지려고 하면 몸 전체에서 돋아나는 가시에 찔려 기절할 수도 있다.날개와 꼬리를 재빠르게 움직여 앞을 향한 채 뒤로 헤엄칠 수 있는 포켓몬이다.등지느러미를 건들면 마비돼버린다. 잘 때는 떠내려가지 않도록 꼬리를 산호에 휘감는다.세포를 조사해보면 쏘드라에게는 없었던 새로운 유전자가 발견되어 화제가 되고있다.지느러미 끝에 독을 분비한다. 지느러미와 뼈는 한약의 재료로 중요하게 여겨지고 있다.수컷이 새끼를 키운다. 그 때 접근하는 것은 맹독 가시를 써서 쫒아낸다.산호 가지 사이로 들어가 잠잔다. 시드라가 있는 줄 모르고 산호를 잡으려다 독가시에 찔리곤 한다.몸을 회전시켜 소용돌이를 만든다. 어선도 집어삼킬 만한 격류로 먹이를 약하게 만들고 통째로 삼킨다.온몸을 뒤덮은 맹독 가시는 한약의 재료로 쓰여 귀중하다. 보금자리에 접근하는 적에게는 가차없다.섣불리 만지려고 하면 몸 전체에서 돋아나는 가시에 찔려 기절할 수도 있다.날개와 꼬리를 재빠르게 움직여 앞을 향한 채 뒤로 헤엄칠 수 있는 포켓몬이다.가시가 상대로부터 몸을 지킨다. 지느러미와 뼈가 한약의 재료로써 귀하게 쓰인다.세포를 조사해보면 쏘드라에게는 없었던 새로운 유전자가 발견되어 화제가 되고있다.지느러미 끝에서 독을 분비한다. 지느러미와 뼈는 한약의 재료로 소중하게 여겨지고 있다.가시가 상대로부터 몸을 지킨다. 지느러미와 뼈가 한약의 재료로써 귀하게 쓰인다.섣불리 만지려고 하면 몸 전체에서 돋아나는 가시에 찔려 기절할 수도 있다.날개와 꼬리를 재빠르게 움직여 앞을 향한 채 뒤로 헤엄칠 수 있는 포켓몬이다.산호 가지 사이로 들어가 잠잔다. 시드라가 있는 줄 모르고 산호를 잡으려다 독가시에 찔리곤 한다.몸을 회전시켜 소용돌이를 만든다. 어선도 집어삼킬 만한 격류로 먹이를 약하게 만들고 통째로 삼킨다.,물,"드래곤,수중1"
117,117,117,콘치,"등지느러미와 가슴지느러미가 근육처럼 발달해있으며, 물속을 5노트의 속도로 헤엄친다.헤엄칠 때 꼬리지느러미가 드레스처럼 살랑살랑 흔들려서 수중의 여왕이라고 불린다.알을 낳는 시기가 되면 강이나 폭포를 오르는 콘치 집단의 모습이 발견된다.등, 가슴, 꼬리지느러미가 우아하게 움직이기 때문에 수중의 무녀라고 불려진다.물살이 빠른 강도 5노트의 스피드로 슥슥 거슬러올라간다.알을 낳는 시기가 되면 짝을 짓기 위해 물속을 경쾌하게 헤엄쳐 다닌다.물속에서 우아하게 나부끼는 지느러미가 매우 아름다운 포켓몬이지만 방심하고 있으면 강렬한 뿔의 일격을 당한다.강이나 연못을 헤엄치는 것을 좋아해서 수조 같은 곳에 넣어 두면 두꺼운 유리도 뿔의 일격으로 깨고 도망간다.봄이 되면 콘치 집단이 폭포를 올라 상류로 향한다. 뿔 공격이 강력하다.등지느러미와 가슴지느러미가 근육처럼 발달해있으며, 물속을 5노트의 속도로 헤엄친다.헤엄칠 때 꼬리지느러미가 드레스처럼 살랑살랑 흔들려서 수중의 여왕이라고 불린다.꼬리지느러미를 드레스같이 흔들며 우아하게 헤엄치는 모습은 마치 수중의 여왕 같다.5노트의 스피드로 헤엄친다. 몸에 위험을 느끼면 날카로운 뿔로 반격한다.아름다운 지느러미를 살랑거리며 헤엄치는 모습은 아주 화려하지만 뿔공격은 강력하다.등, 가슴, 꼬리지느러미가 우아하게 움직이기 때문에 수중의 무녀라고 불려진다.물살이 빠른 강도 시속 5노트의 스피드로 쓱쓱 거슬러 올라간다.아름다운 지느러미를 살랑거리며 헤엄치는 모습은 매우 화려하지만 뿔공격은 강력하다.5노트의 스피드로 헤엄친다. 몸에 위험을 느끼면 날카로운 뿔로 반격한다.등, 가슴, 꼬리지느러미가 우아하게 나부끼기 때문에 물의 무희라고 불린다.물속에서 우아하게 나부끼는 지느러미가 매우 아름다운 포켓몬이지만 방심하고 있으면 강렬한 뿔의 일격을 당한다.강이나 연못을 헤엄치는 것을 좋아해서 수조 같은 곳에 넣어 두면 두꺼운 유리도 뿔의 일격으로 깨고 도망간다.따뜻해지면 무리를 지어 강을 거슬러 올라간다. 그 광경은 봄을 알리는 풍물시이다.뿔의 길이와 지느러미의 아름다움에 매혹되어 콘치만 키우게 되는 특이한 트레이너도 많다.아름다운 꼬리지느러미가 특징이지만 콘치끼리는 뿔의 굵기와 날카로움을 겨루는 듯 하다.드레스 같은 지느러미를 하늘하늘 흔들면서 헤엄치는 모습 때문에 물의 프린세스라고 불린다.",물,수중2
118,118,118,왕콘치,드릴처럼 뾰족한 뿔로 바위를 깍아 자신의 거처를 만든다.가을이 오면 산란을 위해 힘차게 강물을 거슬러 올라가며 헤엄치는 모습을 볼 수 있다.머리의 뿔로 강바닥에 있는 바위를 파헤쳐 집을 만드는 것은 수컷의 역할이다.산란할 시기가 되면 각지에서 왕콘치가 모여들어 강물색깔을 빨갛게 물들인다.뿔로 강바닥의 바위를 파서 집을 만드는 것은 낳은 알이 떠내려가지 않도록 하려 함이다.가을이 되면 수컷은 자신들의 집을 지키기 위해 순찰하기 시작한다.가을이 되면 암컷에게 프러포즈하기 위해 강바닥에서 춤추는 수컷을 볼 수 있다. 몸의 색이 가장 아름다운 계절이다.알을 지키기 위해서 수컷과 암컷은 교대로 서식지 주변을 헤엄쳐 다니며 순찰한다. 알이 부화할 때까지 한 달 이상 계속한다.강바닥의 바위에 뿔로 구멍을 뚫는다. 알이 급류로 떠내려가거나 적에게 습격받지 않기 위한 현명한 아이디어.드릴처럼 뾰족한 뿔로 바위를 깍아 자신의 거처를 만든다.가을이 오면 산란을 위해 힘차게 강물을 거슬러 올라가며 헤엄치는 모습을 볼 수 있다.머리의 뿔로 강바닥에 있는 돌을 파내어 둥지를 만든다. 알을 목숨걸고 지킨다.가족을 지키기 위해 드릴같이 날카로운 뿔로 싸운다. 강바닥의 바위 구멍에서 산다.가을이 되면 짝짓기를 위해 몸에 윤기가 될게 되며 매우 아름다운 색으로 변화한다.산란할 시기가 되면 각지에서 왕콘치가 모여들어 강물색깔을 빨갛게 물들인다.뿔로 강바닥의 바위를 파헤쳐 둥지를 만드는 것은 낳은 알이 떠내려가지 않도록 하기 위함이다.가을이 되면 짝짓기를 위해 몸에 윤기가 돌게 되며 매우 아름다운 색으로 변화한다.가을이 오면 산란을 위해 힘차게 강물을 거슬러 올라가며 헤엄치는 모습을 볼 수 있다.머리의 뿔로 강바닥에 있는 돌을 파내어 둥지를 만든다. 알을 목숨 걸고 지킨다.가을이 되면 암컷에게 프러포즈하기 위해 강바닥에서 춤추는 수컷을 볼 수 있다. 몸의 색이 가장 아름다운 계절이다.알을 지키기 위해서 수컷과 암컷은 교대로 서식지 주변을 헤엄쳐 다니며 순찰한다. 알이 부화할 때까지 한 달 이상 계속한다.쌀쌀해질 무렵 전신이 주홍색으로 물든다. 그 모습은 가을을 느끼는 풍물시이다.왕콘치 마니아인 트레이너는 뿔 애호가와 지느러미 애호가로 갈라져 서로 사이가 나쁘다.뿔이 드릴처럼 회전하기 때문에 단단한 바위도 쉽게 뚫는다. 수컷이 선명한 색을 띤다.수컷은 강바닥에서 춤을 추며 암컷에게 어필한다. 가장 아름답게 춤을 추는 수컷에게 암컷이 모여든다.,물,수중2
119,119,119,별가사리,"바닷가에 많이 나타나고 밤이 되면 한가운데가 빨갛게 깜빡거린다.몸의 일부가 잘려도 자기재생해서 원래대로 돌아가는 수수께끼가 많은 생물이다.몸의 중심 부분만 남아있으면 아무리 잘게 썰려도 재생한다고 한다.밤이되면 몸의 중심이 사람들의 움직임과 같은 리듬으로 천천히 깜빡거린다.몸의 중심에서 빛나는 코어가 있는 한 몸이 뜯겨나가도 재생할 수 있다.밤하늘의 별이 빛나기 시작하면 해저에서 올라와 몸의 중심을 깜빡거린다.여름이 끝날 무렵 밤에 모래 해변에 가면 핵이라고 불리는 기관을 붉게 빛내는 별가사리가 별처럼 보인다.가운데에 있는 빨간 코어를 점멸시켜 밤하늘의 별과 교신하는 것 같다. 몸은 찢겨 나가더라도 스스로 재생한다.밤하늘의 별의 반짝임에 맞춰 집단으로 빨간 코어를 깜빡거린다. 몸의 일부가 잘려도 재생한다.바닷가에 많이 나타나고 밤이 되면 한가운데가 빨갛게 깜빡거린다.몸의 일부가 잘려도 자기재생해서 원래대로 돌아가는 수수께끼가 많은 생물이다.빨간 핵이 있는 한, 몸이 조각나도 바로 재생한다. 한밤중에 핵이 반짝거린다.밤이되면 몸의 중심이 사람들의 움직임과 같은 리듬으로 천천히 깜빡거린다.몸의 중심에서 빛나는 핵이 있는 한 몸이 찢겨나가도 재생할 수 있다.빨간 핵이 있는 한, 몸이 조각나도 바로 재생한다. 한밤중에 핵이 반짝거린다.빨간 핵이 있는 한 몸은 조각나도 한순간에 원래대로 회복할 수 있다.몸의 중심에서 빛나는 핵이 있는 한 몸이 찢겨나가도 재생할 수 있다.바닷가에 많이 나타나고 밤이 되면 한가운데가 빨갛게 깜빡거린다.여름이 끝날 무렵 밤에 모래 해변에 가면 핵이라고 불리는 기관을 붉게 빛내는 별가사리가 별처럼 보인다.가운데에 있는 빨간 코어를 점멸시켜 밤하늘의 별과 교신하는 것 같다. 몸은 찢겨 나가더라도 스스로 재생한다.해변에 많이 서식한다. 밤이 되면 몸의 중심이 이상하고 빨갛게 빛을 낸다.네오라이트 등에게 물리지만 빨간 핵이 있는 한 바로 재생되므로 신경 쓰지 않는다.무수한 별들이 바다로 떨어져 별가사리가 되었다고 하는 민화가 각지에 남아 있다.아무리 상처를 입어도 문제없다. 재생 능력이 높아서 한나절이면 원래대로 돌아온다.",물,수중3
120,120,120,아쿠스타,비과학적인 몸 때문에 우주생물이 아닌가 하고 일부에서 연구되고 있다.코어라 불리는 중심은 일곱 빛깔로 빛난다. 이것을 보석으로 삼는 사람도 있다고 한다.코어라 불리는 중심부분이 일곱 빛깔로 빛나는 것은 개체간 소통을 하는 것이라 한다.몸의 중앙에 있는 코어라고 불리우는 부분은 볼 때마다 다른 빛을 발산한다.어떤 환경이라도 커지면 좌우대칭의 기하학적인 몸으로 자라난다.몸 중심에서 일곱 빛깔로 빛나는 코어에서 우주를 향해 전파를 보내고 있다 전해진다.몸의 중심에 있는 핵이라 불리는 부분이 일곱 빛깔로 빛나기에 바다의 보석이라는 별명이 붙었다.별 모양의 몸은 수중에서 나선 회전하며 수영한다. 중앙의 코어가 일곱빛깔로 빛난다.먼 옛날 사람들은 평온한 바다에 비춰진 밤하늘의 별이 모습을 바꿔 아쿠스타가 되었다고 공상했었다.비과학적인 몸 때문에 우주생물이 아닌가 하고 일부에서 연구되고 있다.코어라 불리는 중심은 일곱 빛깔로 빛난다. 이것을 보석으로 삼는 사람도 있다고 한다.몸의 중심에 있는 빨간 코어에서 밤하늘을 향해 의문의 전파를 발신한다.몸의 중앙에 있는 코어라고 불리우는 부분은 볼 때마다 다른 빛을 발산한다.어떠한 환경에서든 자라나면 좌우대칭의 기하학적인 몸으로 성장한다.몸의 중심에 있는 빨간 핵에서 밤하늘을 향해 알 수 없는 전파를 발신한다.몸의 중심에 있는 빨간 핵에서 밤하늘을 향해 알 수 없는 전파를 발신한다일곱 색으로 빛나는 핵에서 우주를 향해 전파를 보내 뭔가를 교신하고 있다.코어라 불리는 중심은 일곱 빛깔로 빛난다. 이것을 보석으로 삼는 사람도 있다고 한다.몸의 중심에 있는 빨간 핵에서 밤하늘을 향해 알 수 없는 전파를 발신한다.몸의 중심에 있는 핵이라 불리는 부분이 일곱 빛깔로 빛나기에 바다의 보석이라는 별명이 붙었다.별 모양의 몸을 프로펠러처럼 회전시켜 물속을 헤엄쳐 다닌다. 중앙의 핵이 일곱 빛깔로 빛난다.빛나는 핵으로부터 의문의 전파를 송수신하고 있다고 한다. 다가가면 두통이 생길 때도 있다.추상적인 몸 때문에 우주에서 온 침략자가 아닐까 하고 그 지방 사람들은 말한다.빛나는 코어는 바다의 보석이라고 불린다. 고가의 액세서리로 만들어져 은밀히 거래된다.기하학적인 몸을 회전시켜 수중에서 헤엄친다. 항상 의문의 전파를 발신하고 있다고 한다.,"물,에스퍼",수중3
121,121,121,마임맨,사람 속이기를 잘한다. 팬터마임으로 만든 벽이 정말로 나타난다고 한다.판토마임을 방해하면 갑자기 큰 손바닥으로 연속뺨치기를 날린다고 한다.판토마임이 특기로 항상 연습한다. 없는 것이라도 그곳에 있다고 믿어버리게 만든다.판토마임의 실력을 타고났다. 자라면서 기술은 향상되어 보이지 않는 것도 만들어내게 된다.손가락 끝에서 발산되는 이상한 파동이 공기를 단단한 형질로 바꿔서 벽을 만들어낸다.손가락에서 나오는 수수께끼의 파워로 주위의 공기를 굳혀서 투명한 벽을 만들어낸다.몸짓으로 눈에 보이지 않는 것이 그곳에 있다고 믿게 만드는 팬터마임의 달인이다. 있다고 믿게 만든 것은 정말로 나타난다.사람 속이기를 잘한다. 팬터마임으로 만든 벽이 정말로 나타난다고 한다.팬터마임을 방해하면 갑자기 큰 손바닥으로 연속뺨치기를 날린다고 한다.팬터마임의 달인이다. 손짓 발짓으로 만든 벽은 이윽고 진짜 벽이 된다.손가락 끝에서 내는 파동이 공기를 굳혀서 벽을 만든다. 격렬한 공격도 물리친다.손가락을 잘게 흔들어서 공기 중의 분자 운동을 멈추게 하고 보이지 않는 벽을 만든다.판토마임의 실력을 타고났다. 자라면서 기술은 향상되어 보이지 않는 것도 만들어내게 된다.손가락 끝에서 발산되는 이상한 파동이 공기를 단단하게 하여 진정한 벽을 만들어낸다.손가락을 잘게 흔들어서 공기 중의 분자 운동을 멈추게 하고 보이지 않는 벽을 만든다.손가락 끝에서 내는 파동이 공기를 굳혀서 벽을 만든다. 격렬한 공격도 튕겨 낸다.사람 속이기를 잘한다. 팬터마임으로 만든 벽이 정말로 나타난다고 한다.몸짓으로 눈에 보이지 않는 것이 그곳에 있다고 믿게 만드는 팬터마임의 달인이다. 있다고 믿게 만든 것은 정말로 나타난다.팬터마임 실력이 굉장하다. 넋을 놓고 보다 보면 어느새 진짜 벽이 나타난다.팬터마임으로 보이지 않는 벽을 만들어 낸다. 감탄하지 않으면 연속뺨치기로 공격해 온다.,"에스퍼,페어리,에스퍼",인간형
122,122,122,스라크,날카로운 낫으로 먹이를 베고 숨통을 끊는다. 매우 드물게 날개를 사용해서 난다.닌자처럼 재빠르다. 너무 빨리 움직일 때에는 몇 마리나 있는 것처럼 보인다.풀숲에서 갑자기 튀어나와 날카로운 낫으로 베는 모습은 마치 닌자 같다.잘 들고 날카로운 낫을 사용하여 풀숲을 베고 지나간다. 매우 빠른 움직임에 눈이 따라가지 못한다.움직여도 잔상 밖에 보이지 않는다. 멈춰서도 풀숲에 몸을 숨기면 보호색 때문에 보이지 않는다.재빠른 움직임이 특기. 상대가 패배했다는 사실마저 눈치 못챌만큼 빠르게 움직인다.눈에 보이지 않는 빠른 스피드가 양팔에 달린 낫의 날카로움을 한층 높여준다. 한 번 휘두르면 큰 나무도 두 동강 난다.날카로운 낫으로 먹이를 베고 숨통을 끊는다. 매우 드물게 날개를 사용해서 난다.닌자처럼 재빠르다. 너무 빨리 움직일 때에는 몇 마리나 있는 것처럼 보인다.양팔의 낫에 의한 공격을 막는 것은 불가능에 가깝다. 그 움직임은 마치 닌자 같다.양손의 날카로운 낫은 단단한 것을 자르면 자를수록 더욱더 날카로워진다.잘 드는 예리한 낫을 써서 풀숲을 베고 지나간다. 매우 빠른 움직임에 눈이 따라가지 못한다.움직여도 잔상밖에 보이지 않는다. 멈춰도 풀숲에 몸을 숨기면 보호색 때문에 보이지 않는다.양손의 날카로운 낫은 단단한 것을 자르면 자를수록 더욱더 날카로워진다.날카로운 낫으로 먹이를 베고 숨통을 끊는다. 매우 드물게 날개를 사용해서 난다.잘 드는 예리한 낫을 써서 풀숲을 베고 지나간다. 매우 빠른 움직임에 눈이 따라가지 못한다.눈에 보이지 않는 빠른 스피드가 양팔에 달린 낫의 날카로움을 한층 높여준다. 한 번 휘두르면 큰 나무도 두 동강 난다.닌자처럼 재빠른 행동으로 먹이를 혼란스럽게 한다. 한순간의 빈틈에 낫으로 잘라버린다.젊을 때는 산속에 무리 지어 살며 낫으로 싸우는 법이나 고속이동을 수련한다.날카로운 2개의 낫은 단순한 무기가 아니다. 요령 있게 먹이를 발라 먹는다.눈에 보이지 않는 빠른 기술은 공기를 베어 가를 정도다. 닌자라 불리며 알로라에서는 인기가 많다.,"벌레,비행",벌레
123,123,123,루주라,인간처럼 말을 하지만 아직 무슨 말을 하는지 알 수 없어 현재 연구 중이다.허리를 흔드는 듯이 걷고 있다. 방심하면 엉겁결에 따라서 춤춰버린다고 한다.독특한 리듬에 맞추며 춤추듯 경쾌하게 허리를 흔들며 걷고 있다.리드미컬하게 몸을 흔들고 있다. 그 당시의 감정에 따라 리듬은 바뀌는 것 같다.인간처럼 말도 하고 있지만 그것 보다는 춤으로 감정을 전하는 것 같다.울음소리는 몇 종류의 패턴이 있어 각각 의미가 정해져 있는 듯 하다.춤추는 듯한 자세로 리드미컬하게 걷는다. 그 움직임을 보고 있는 사람마저 얼떨결에 허리를 흔들 정도로 경쾌하다.인간처럼 말을 하지만 아직 무슨 말을 하는지 알 수 없어 현재 연구 중이다.허리를 흔드는 듯이 걷고 있다. 방심하면 엉겁결에 따라서 춤춰버린다고 한다.울음소리는 마치 인간의 말처럼 들리지만 의미는 전혀 이해할 수 없다.리드미컬하게 몸을 흔들고 있다. 그 당시의 감정에 따라 리듬은 바뀌는 것 같다.인간처럼 말도 하고 있지만 그보다도 춤으로 감정을 전하는 듯하다.울음소리는 마치 인간의 말처럼 들리지만 의미는 전혀 이해할 수 없다.허리를 흔드는 듯이 걷고 있다. 방심하면 엉겁결에 따라서 춤춰버린다고 한다.인간처럼 말을 하지만 아직 무슨 말을 하는지 알 수 없어 현재 연구 중이다.춤추는 듯한 자세로 리드미컬하게 걷는다. 그 움직임을 보고 있는 사람마저 얼떨결에 허리를 흔들 정도로 경쾌하다.독특한 리듬으로 허리를 흔든다. 알로라에 사는 루주라는 그 동작이 실로 훌륭하다.인간의 언어를 닮은 이상한 울음소리를 가졌다. 루주라가 부르는 곡을 만드는 음악가도 있다.,"얼음,에스퍼",인간형
124,124,124,에레브,"강한 전기를 굉장히 좋아하며, 큰 발전소 등에서 종종 나타난다.발전소 부근에서 모습을 감췄을 때 마을에서 큰 정전이 일어난다고 한다.큰 정전이 일어났을 때에는 에레브가 발전소의 전기를 먹은 게 틀림없다.몸의 표면에는 전기가 흐르고 있다. 주위가 어두우면 전신이 푸르스름하게 빛난다.전신에서 항상 전기가 흐르고있기 때문에 가까이가면 머리카락이 곤두서버린다.몸이 맞닿았을 때 흐르는 전류를 컨트롤해서 서로의 기분을 전달한다.폭풍이 오면 나무 위처럼 벼락이 떨어질 만한 높은 장소로 앞다투어 올라간다. 피뢰침 대용으로 삼는 마을도 있다.강한 전기를 즐겨 먹으며 커다란 발전소 등에 자주 나타난다.발전소 부근에서 모습을 감췄을 때 마을에서 큰 정전이 일어난다고 한다.정전이 일어나는 원인의 절반은 에레브가 발전소에 나타나 전기를 먹어버린 탓이다.조금이라도 위력을 높이려고 펀치를 쓰기 전에 팔을 돌리지만 그 틈에 놓쳐버리는 일도 있다.몸의 표면에는 전기가 흐르고 있다. 주위가 어두우면 전신이 푸르스름하게 빛난다.전신에서 항상 전기가 흐르고 있기 때문에 가까이 가면 머리카락이 곤두서버린다.조금이라도 위력을 높이려고 펀치를 쓰기 전에 팔을 돌리지만 그 틈에 놓쳐버리는 일도 있다.에레브에게 번개를 비축시켜 언제라도 쏠 수 있도록 하는 연구가 진행되고 있다.몸의 표면에는 전기가 흐르고 있다. 주변이 어두우면 전신이 푸르스름하게 빛난다.강한 전기를 좋아하여 커다란 발전소 같은 곳에 종종 나타난다.폭풍이 오면 나무 위처럼 벼락이 떨어질 만한 높은 장소로 앞다투어 올라간다. 피뢰침 대용으로 삼는 마을도 있다.갑자기 일어나는 정전의 반은 에레브가 발전소에 모여 전기를 마구 먹어대기 때문이다.먹이로 먹는 전기량보다 몸에서 새는 전기량이 압도적으로 많다.온몸이 전기로 둘러싸여 있다. 팔을 빙빙 돌려 전기를 충전 후 펀치를 날린다.정전이 일어나는 원인으로 지목되는 경우가 많지만 사실은 회사의 실수인 경우가 더 많다.",전기,인간형
